"","trait_genetic_start","trait_genetic_end","trait","gene_ID","eQTL_chr","eQTL_genetic_start","eQTL_genetic_end","subject","AGI","At_symbol","trait_chrom","gene.chrom","gene.start","gene.end","B.napus_GO_term","GO_des"
"3823",137,175,"vaccenic_acid","BnaA03g47470D","chrC03",141,141,"AT4G25515.1","AT4G25515"," SEUSS-like 3 ","chrC03","A03",24357333,24360967,NA,NA
"3824",137,175,"vaccenic_acid","BnaA03g47550D","chrC03",149,149,"AT4G25610.1","AT4G25610"," C2H2-like zinc finger protein ","chrC03","A03",24394355,24402376,"GO:0005506;GO:0008270;GO:0031418;GO:0055114","iron ion binding;zinc ion binding;L-ascorbic acid binding;oxidation-reduction process"
"3825",137,175,"vaccenic_acid","BnaA03g47580D","chrC03",152,152,"AT4G25640.2","AT4G25640"," detoxifying efflux carrier 35 ","chrC03","A03",24415966,24421581,"GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085","drug transmembrane transport;drug transmembrane transporter activity;antiporter activity;membrane;transmembrane transport"
"3826",137,175,"vaccenic_acid","BnaA03g47710D","chrC03",152,152,"AT4G26000.1","AT4G26000"," RNA-binding KH domain-containing protein ","chrC03","A03",24506570,24508991,"GO:0003723","RNA binding"
"3827",137,175,"vaccenic_acid","BnaA03g47930D","chrC03",150,150,"AT4G26300.1","AT4G26300"," Arginyl-tRNA synthetase, class Ic ","chrC03","A03",24659341,24663144,"GO:0000166;GO:0004812;GO:0004814;GO:0005524;GO:0005737;GO:0006418;GO:0006420","nucleotide binding;aminoacyl-tRNA ligase activity;arginine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;arginyl-tRNA aminoacylation"
"3828",137,175,"vaccenic_acid","BnaA03g48040D","chrC03",147,147,"AT4G26450.1","AT4G26450"," unknown protein; Has 614 Blast hits to 492 proteins in 137 species: Archae - 0; Bacteria - 94; Metazoa - 255; Fungi - 76; Plants - 69; Viruses - 0; Other Eukaryotes - 120 (source: NCBI BLink). ","chrC03","A03",24694395,24697380,NA,NA
"3829",137,175,"vaccenic_acid","BnaA03g48350D","chrC03",146,146,"AT4G26980.1","AT4G26980"," RNI-like superfamily protein ","chrC03","A03",24826107,24828291,NA,NA
"3830",137,175,"vaccenic_acid","BnaA03g48430D","chrC03",152,152,"AT4G27090.1","AT4G27090"," Ribosomal protein L14 ","chrC03","A03",24864601,24866077,"GO:0003735;GO:0005622;GO:0005840;GO:0006412","structural constituent of ribosome;intracellular;ribosome;translation"
"3831",137,175,"vaccenic_acid","BnaA03g48950D","chrC03",148,148,"AT4G28025.1","AT4G28025"," unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). ","chrC03","A03",25164135,25165881,NA,NA
"3832",137,175,"vaccenic_acid","BnaA03g49130D","chrC03",152,152,NA,NA,NA,"chrC03","A03",25271194,25271856,NA,NA
"3833",137,175,"vaccenic_acid","BnaA03g49140D","chrC03",152,152,"AT4G28260.1","AT4G28260"," unknown protein; Has 50 Blast hits to 42 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 1; Fungi - 0; Plants - 49; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). ","chrC03","A03",25297000,25299156,NA,NA
"3834",137,175,"vaccenic_acid","BnaA03g49320D","chrC03",152,152,NA,NA,NA,"chrC03","A03",25413321,25415355,NA,NA
"3835",137,175,"vaccenic_acid","BnaA03g50170D","chrC03",152,152,"AT4G30440.1","AT4G30440"," UDP-D-glucuronate 4-epimerase 1 ","chrC03","A03",26032820,26034296,"GO:0000166;GO:0003824;GO:0005975;GO:0044237;GO:0050662","nucleotide binding;catalytic activity;carbohydrate metabolic process;cellular metabolic process;coenzyme binding"
"3836",137,175,"vaccenic_acid","BnaA03g51230D","chrC03",146,146,"AT4G30996.1","AT4G30996"," Protein of unknown function (DUF1068) ","chrC03","A03",26595704,26597804,NA,NA
"3837",137,175,"vaccenic_acid","BnaA03g52350D","chrC03",151,151,NA,NA,NA,"chrC03","A03",27303002,27304714,NA,NA
"3838",137,175,"vaccenic_acid","BnaA03g52420D","chrC03",144,144,"AT4G33210.1","AT4G33210"," F-box family protein ","chrC03","A03",27371851,27376679,"GO:0005515","protein binding"
"3839",137,175,"vaccenic_acid","BnaA03g52520D","chrC03",152,152,"AT4G33430.2","AT4G33430"," BRI1-associated receptor kinase ","chrC03","A03",27407353,27410477,"GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;protein binding;ATP binding;protein phosphorylation"
"3840",137,175,"vaccenic_acid","BnaA03g52970D","chrC03",152,152,"AT4G34670.1","AT4G34670"," Ribosomal protein S3Ae ","chrC03","A03",27681729,27683474,"GO:0003735;GO:0005622;GO:0005840;GO:0006412","structural constituent of ribosome;intracellular;ribosome;translation"
"3841",137,175,"vaccenic_acid","BnaA03g53100D","chrC03",152,152,"AT4G34980.1","AT4G34980"," subtilisin-like serine protease 2 ","chrC03","A03",27772938,27775498,"GO:0004252;GO:0006508;GO:0042802;GO:0043086","serine-type endopeptidase activity;proteolysis;identical protein binding;negative regulation of catalytic activity"
"3842",137,175,"vaccenic_acid","BnaA03g56640D","chrC03",152,152,"AT2G39840.1","AT2G39840"," type one serine/threonine protein phosphatase 4 ","chrC03","A03_random",796759,798748,"GO:0016787","hydrolase activity"
"3843",137,175,"vaccenic_acid","BnaA03g58240D","chrC03",141,141,"AT4G18360.1","AT4G18360"," Aldolase-type TIM barrel family protein ","chrC03","A03_random",1604104,1606590,"GO:0003824;GO:0010181;GO:0016491;GO:0055114","catalytic activity;FMN binding;oxidoreductase activity;oxidation-reduction process"
"3844",137,175,"vaccenic_acid","BnaA03g58550D","chrC03",151,151,"AT4G21105.1","AT4G21105"," cytochrome-c oxidases;electron carriers ","chrC03","A03_random",1735920,1736883,"GO:0004129;GO:0005746;GO:0009055","cytochrome-c oxidase activity;mitochondrial respiratory chain;electron carrier activity"
"3845",137,175,"vaccenic_acid","BnaA03g59010D","chrC03",152,152,"AT4G28740.1","AT4G28740"," FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF3493 (InterPro:IPR021883); BEST Arabidopsis thaliana protein match is: tetratricopeptide repeat (TPR)-containing protein (TAIR:AT1G02910.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). ","chrC03","A03_random",2077021,2078514,NA,NA
"3846",137,175,"vaccenic_acid","BnaA03g59800D","chrC03",152,152,"AT1G62180.1","AT1G62180"," 5'adenylylphosphosulfate reductase 2 ","chrC03","A03_random",3878220,3880585,"GO:0003824;GO:0008152;GO:0019419;GO:0045454;GO:0055114","catalytic activity;metabolic process;sulfate reduction;cell redox homeostasis;oxidation-reduction process"
"3847",137,175,"vaccenic_acid","BnaA04g06410D","chrC03",156,156,NA,NA,NA,"chrC03","A04",5043667,5045090,"GO:0008883;GO:0033014;GO:0050661;GO:0055114","glutamyl-tRNA reductase activity;tetrapyrrole biosynthetic process;NADP binding;oxidation-reduction process"
"3848",137,175,"vaccenic_acid","BnaA04g10570D","chrC03",167,167,"AT5G40740.1","AT5G40740"," unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). ","chrC03","A04",9262667,9266943,NA,NA
"3849",137,175,"vaccenic_acid","BnaA04g11230D","chrC03",150,150,"AT5G39020.1","AT5G39020"," Malectin/receptor-like protein kinase family protein ","chrC03","A04",9744416,9746868,"GO:0004672;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation"
"3850",137,175,"vaccenic_acid","BnaA04g20940D","chrC03",156,156,"AT1G56070.1","AT1G56070"," Ribosomal protein S5/Elongation factor G/III/V family protein ","chrC03","A04",16005755,16011692,"GO:0003924;GO:0005525","GTPase activity;GTP binding"
"3851",137,175,"vaccenic_acid","BnaA04g29080D","chrC03",137,137,"AT2G35040.1","AT2G35040"," AICARFT/IMPCHase bienzyme family protein ","chrC03","A04_random",1163050,1164703,"GO:0003937;GO:0004643;GO:0006164","IMP cyclohydrolase activity;phosphoribosylaminoimidazolecarboxamide formyltransferase activity;purine nucleotide biosynthetic process"
"3852",137,175,"vaccenic_acid","BnaA05g04200D","chrC03",175,175,"AT2G44640.1","AT2G44640"," FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, chloroplast, plasma membrane, plastid, chloroplast envelope; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF3769 (InterPro:IPR022244); BEST Arabidopsis thaliana protein match is: pigment defective 320 (TAIR:AT3G06960.1); Has 49 Blast hits to 48 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 48; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink). ","chrC03","A05",2268355,2270818,NA,NA
"3853",137,175,"vaccenic_acid","BnaA05g12830D","chrC03",173,173,"AT4G19645.1","AT4G19645"," TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein ","chrC03","A05",7489974,7491828,"GO:0016021","integral component of membrane"
"3854",137,175,"vaccenic_acid","BnaA05g24170D","chrC03",155,155,"AT3G15360.1","AT3G15360"," thioredoxin M-type 4 ","chrC03","A05",18169821,18171315,"GO:0006662;GO:0009055;GO:0015035;GO:0045454","glycerol ether metabolic process;electron carrier activity;protein disulfide oxidoreductase activity;cell redox homeostasis"
"3855",137,175,"vaccenic_acid","BnaA05g24210D","chrC03",152,152,NA,NA,NA,"chrC03","A05",18179145,18179507,"GO:0000287;GO:0008897;GO:0009059","magnesium ion binding;holo-[acyl-carrier-protein] synthase activity;macromolecule biosynthetic process"
"3856",137,175,"vaccenic_acid","BnaA05g27870D","chrC03",142,142,"AT3G11090.1","AT3G11090"," LOB domain-containing protein 21 ","chrC03","A05",19979634,19980214,NA,NA
"3857",137,175,"vaccenic_acid","BnaA05g32200D","chrC03",167,167,NA,NA,NA,"chrC03","A05",22086560,22088107,NA,NA
"3858",137,175,"vaccenic_acid","BnaA06g20770D","chrC03",155,155,"AT3G48140.1","AT3G48140"," B12D protein ","chrC03","A06",14313582,14314627,NA,NA
"3859",137,175,"vaccenic_acid","BnaA06g22580D","chrC03",152,152,"AT2G42160.1","AT2G42160"," zinc finger (ubiquitin-hydrolase) domain-containing protein ","chrC03","A06",15792080,15794614,"GO:0005515;GO:0008270","protein binding;zinc ion binding"
"3860",137,175,"vaccenic_acid","BnaA06g22660D","chrC03",152,152,"AT5G63310.1","AT5G63310"," nucleoside diphosphate kinase 2 ","chrC03","A06",15819988,15821809,"GO:0004550;GO:0005524;GO:0006165;GO:0006183;GO:0006228;GO:0006241","nucleoside diphosphate kinase activity;ATP binding;nucleoside diphosphate phosphorylation;GTP biosynthetic process;UTP biosynthetic process;CTP biosynthetic process"
"3861",137,175,"vaccenic_acid","BnaA06g39270D","chrC03",142,142,"AT2G17450.1","AT2G17450"," RING-H2 finger A3A ","chrC03","A06_random",1461055,1461811,"GO:0005515;GO:0008270","protein binding;zinc ion binding"
"3862",137,175,"vaccenic_acid","BnaA07g00060D","chrC03",158,158,"AT2G20180.2","AT2G20180"," phytochrome interacting factor 3-like 5 ","chrC03","A07",27700,30093,"GO:0046983","protein dimerization activity"
"3863",137,175,"vaccenic_acid","BnaA08g01540D","chrC03",142,142,NA,NA,NA,"chrC03","A08",1294887,1296144,NA,NA
"3864",137,175,"vaccenic_acid","BnaA08g09180D","chrC03",171,171,"AT4G19410.1","AT4G19410"," Pectinacetylesterase family protein ","chrC03","A08",8827288,8838229,NA,NA
"3865",137,175,"vaccenic_acid","BnaA08g09210D","chrC03",164,164,"AT4G19500.1","AT4G19500"," nucleoside-triphosphatases;transmembrane receptors;nucleotide binding;ATP binding ","chrC03","A08",8891407,8895987,"GO:0005515;GO:0006952;GO:0007165;GO:0043531","protein binding;defense response;signal transduction;ADP binding"
"3866",137,175,"vaccenic_acid","BnaA08g09450D","chrC03",173,173,"AT5G44500.1","AT5G44500"," Small nuclear ribonucleoprotein family protein ","chrC03","A08",9049103,9050625,NA,NA
"3867",137,175,"vaccenic_acid","BnaA08g11030D","chrC03",158,158,"AT4G34680.1","AT4G34680"," GATA transcription factor 3 ","chrC03","A08",10140089,10141224,"GO:0003677;GO:0003700;GO:0005634;GO:0008270;GO:0043565","DNA binding;transcription factor activity, sequence-specific DNA binding;nucleus;zinc ion binding;sequence-specific DNA binding"
"3868",137,175,"vaccenic_acid","BnaA08g15040D","chrC03",167,167,"AT4G23630.1","AT4G23630"," VIRB2-interacting protein 1 ","chrC03","A08",12574643,12576111,"GO:0005783","endoplasmic reticulum"
"3869",137,175,"vaccenic_acid","BnaA08g15370D","chrC03",155,155,"AT4G36690.1","AT4G36690"," U2 snRNP auxilliary factor, large subunit, splicing factor ","chrC03","A08",12795871,12799479,"GO:0000166;GO:0003676;GO:0003723;GO:0005634;GO:0006397","nucleotide binding;nucleic acid binding;RNA binding;nucleus;mRNA processing"
"3870",137,175,"vaccenic_acid","BnaA08g16060D","chrC03",167,167,"AT4G40080.1","AT4G40080"," ENTH/ANTH/VHS superfamily protein ","chrC03","A08",13236591,13237890,"GO:0005543","phospholipid binding"
"3871",137,175,"vaccenic_acid","BnaA08g16550D","chrC03",155,155,"AT4G39370.3","AT4G39370"," ubiquitin-specific protease 27 ","chrC03","A08",13452139,13454243,"GO:0004221;GO:0006511","NA;ubiquitin-dependent protein catabolic process"
"3872",137,175,"vaccenic_acid","BnaA08g17490D","chrC03",158,158,"AT1G30220.1","AT1G30220"," inositol transporter 2 ","chrC03","A08",13926584,13929394,"GO:0005215;GO:0006810;GO:0016020;GO:0016021;GO:0022857;GO:0022891;GO:0055085","transporter activity;transport;membrane;integral component of membrane;transmembrane transporter activity;substrate-specific transmembrane transporter activity;transmembrane transport"
"3873",137,175,"vaccenic_acid","BnaA08g17550D","chrC03",150,150,"AT1G30130.1","AT1G30130"," unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1365 (InterPro:IPR010775); Has 1789 Blast hits to 1789 proteins in 449 species: Archae - 0; Bacteria - 824; Metazoa - 0; Fungi - 6; Plants - 39; Viruses - 0; Other Eukaryotes - 920 (source: NCBI BLink). ","chrC03","A08",13949555,13951370,NA,NA
"3874",137,175,"vaccenic_acid","BnaA08g17790D","chrC03",158,158,"AT1G29720.1","AT1G29720"," Leucine-rich repeat transmembrane protein kinase ","chrC03","A08",14059317,14073834,"GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;protein binding;ATP binding;protein phosphorylation"
"3875",137,175,"vaccenic_acid","BnaA08g18730D","chrC03",158,158,"AT1G27850.1","AT1G27850"," unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G40070.1); Has 9215 Blast hits to 5316 proteins in 473 species: Archae - 6; Bacteria - 773; Metazoa - 3392; Fungi - 1710; Plants - 539; Viruses - 143; Other Eukaryotes - 2652 (source: NCBI BLink). ","chrC03","A08",14565277,14570284,NA,NA
"3876",137,175,"vaccenic_acid","BnaA08g18770D","chrC03",158,158,"AT1G27752.1","AT1G27752"," Ubiquitin system component Cue protein ","chrC03","A08",14587542,14592530,"GO:0005515","protein binding"
"3877",137,175,"vaccenic_acid","BnaA08g27150D","chrC03",137,137,"AT1G02420.1","AT1G02420"," Pentatricopeptide repeat (PPR) superfamily protein ","chrC03","A08",18181524,18183002,NA,NA
"3878",137,175,"vaccenic_acid","BnaA08g27750D","chrC03",173,173,"AT1G04220.1","AT1G04220"," 3-ketoacyl-CoA synthase 2 ","chrC03","A08",18397388,18397933,"GO:0003824;GO:0008152;GO:0008610","catalytic activity;metabolic process;lipid biosynthetic process"
"3879",137,175,"vaccenic_acid","BnaA08g30250D","chrC03",155,155,NA,NA,NA,"chrC03","A08_random",1363046,1364708,"GO:0000166;GO:0003676","nucleotide binding;nucleic acid binding"
"3880",137,175,"vaccenic_acid","BnaA09g15220D","chrC03",152,152,NA,NA,NA,"chrC03","A09",8855511,8857784,NA,NA
"3881",137,175,"vaccenic_acid","BnaA09g37520D","chrC03",145,145,NA,NA,NA,"chrC03","A09",27028141,27030626,NA,NA
"3882",137,175,"vaccenic_acid","BnaA09g50960D","chrC03",152,152,"AT1G03220.1","AT1G03220"," Eukaryotic aspartyl protease family protein ","chrC03","A09",33593688,33594992,"GO:0004190;GO:0006508","aspartic-type endopeptidase activity;proteolysis"
"3883",137,175,"vaccenic_acid","BnaA09g53990D","chrC03",155,155,"AT1G32100.1","AT1G32100"," pinoresinol reductase 1 ","chrC03","A09_random",2299939,2300842,NA,NA
"3884",137,175,"vaccenic_acid","BnaA10g00690D","chrC03",155,155,"AT1G01140.3","AT1G01140"," CBL-interacting protein kinase 9 ","chrC03","A10",341180,344703,"GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468;GO:0007165","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation;signal transduction"
"3885",137,175,"vaccenic_acid","BnaAnng05280D","chrC03",152,152,"AT5G44750.2","AT5G44750"," DNA-directed DNA polymerases ","chrC03","Ann_random",5762766,5768987,"GO:0000287;GO:0003684;GO:0003887;GO:0006281;GO:0016779","magnesium ion binding;damaged DNA binding;DNA-directed DNA polymerase activity;DNA repair;nucleotidyltransferase activity"
"3886",137,175,"vaccenic_acid","BnaAnng19250D","chrC03",169,169,"AT4G37790.1","AT4G37790"," Homeobox-leucine zipper protein family ","chrC03","Ann_random",20681821,20683104,"GO:0003677;GO:0003700;GO:0005634;GO:0043565","DNA binding;transcription factor activity, sequence-specific DNA binding;nucleus;sequence-specific DNA binding"
"3887",137,175,"vaccenic_acid","BnaAnng20860D","chrC03",141,141,"AT5G65620.1","AT5G65620"," Zincin-like metalloproteases family protein ","chrC03","Ann_random",23003119,23007243,"GO:0004222;GO:0006508;GO:0008237","metalloendopeptidase activity;proteolysis;metallopeptidase activity"
"3888",137,175,"vaccenic_acid","BnaAnng21080D","chrC03",167,167,"AT4G36760.1","AT4G36760"," aminopeptidase P1 ","chrC03","Ann_random",23408405,23412429,"GO:0009987;GO:0016787","cellular process;hydrolase activity"
"3889",137,175,"vaccenic_acid","BnaAnng35250D","chrC03",155,155,NA,NA,NA,"chrC03","Ann_random",40025542,40025772,NA,NA
"3890",137,175,"vaccenic_acid","BnaAnng35370D","chrC03",137,137,"AT5G25980.2","AT5G25980"," glucoside glucohydrolase 2 ","chrC03","Ann_random",40119657,40120798,"GO:0003824;GO:0005975","catalytic activity;carbohydrate metabolic process"
"3891",137,175,"vaccenic_acid","BnaAnng37340D","chrC03",138,138,NA,NA,NA,"chrC03","Ann_random",42321556,42322847,NA,NA
"3892",137,175,"vaccenic_acid","BnaAnng41760D","chrC03",151,151,"AT5G03860.1","AT5G03860"," malate synthase ","chrC03","Ann_random",48346273,48346581,"GO:0003824;GO:0004474;GO:0006097","catalytic activity;malate synthase activity;glyoxylate cycle"
"3893",137,175,"vaccenic_acid","BnaC01g13640D","chrC03",162,162,NA,NA,NA,"chrC03","C01",8908288,8911350,NA,NA
"3894",137,175,"vaccenic_acid","BnaC01g16440D","chrC03",175,175,"AT4G24580.1","AT4G24580"," Rho GTPase activation protein (RhoGAP) with PH domain ","chrC03","C01",11272279,11278215,"GO:0005515;GO:0005543;GO:0005622;GO:0007165","protein binding;phospholipid binding;intracellular;signal transduction"
